date,team,opponent,is_home,home_team,arena,city,capacity,lon,lat,distance,distance_km,distance_mi
2022-11-05,Arizona Coyotes,Washington Capitals,0,Washington Capitals,Capital One Arena,"Washington, D.C.",18506,-77.02085679999999,38.8981675,3175871.4452581224,3175.9,1973.4
2022-11-08,Arizona Coyotes,Buffalo Sabres,0,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,469411.4672885153,469.4,291.7
2022-11-10,Arizona Coyotes,New York Islanders,0,New York Islanders,UBS Arena,"Elmont, New York",17113,-73.7260398,40.71179009999999,490498.970965579,490.5,304.8
2022-11-12,Arizona Coyotes,New Jersey Devils,0,New Jersey Devils,Prudential Center,"Newark, New Jersey",16514,-74.1710659,40.733537,37623.177988894386,37.6,23.4
2022-11-13,Arizona Coyotes,New York Rangers,0,New York Rangers,Madison Square Garden,"New York City, New York",18006,-73.9934387,40.7505045,15100.00565921408,15.1,9.4
2022-11-17,Arizona Coyotes,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,3595423.8182039084,3595.4,2234.1
2022-11-21,Arizona Coyotes,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,2544179.911454432,2544.2,1580.9
2022-11-23,Arizona Coyotes,Carolina Hurricanes,0,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,726624.0767838153,726.6,451.5
2022-11-25,Arizona Coyotes,Detroit Red Wings,0,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,818196.1950506154,818.2,508.4
2022-11-27,Arizona Coyotes,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,858812.7106687216,858.8,533.6
2022-12-01,Arizona Coyotes,Los Angeles Kings,0,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,2464387.083239397,2464.4,1531.3
2022-12-03,Arizona Coyotes,Vancouver Canucks,0,Vancouver Canucks,Rogers Arena,"Vancouver, British Columbia",18910,-123.1088227,49.2778358,1742135.8184064252,1742.1,1082.5
2022-12-05,Arizona Coyotes,Calgary Flames,0,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,674474.179510419,674.5,419.1
2022-12-07,Arizona Coyotes,Edmonton Oilers,0,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,281894.74037509563,281.9,175.2
2022-12-09,Arizona Coyotes,Boston Bruins,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,2243500.3353540585,2243.5,1394
2022-12-11,Arizona Coyotes,Philadelphia Flyers,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2022-12-13,Arizona Coyotes,San Jose Sharks,0,San Jose Sharks,SAP Center,"San Jose, California",17562,-121.9020006,37.3329688,1003668.9325918,1003.7,623.7
2022-12-16,Arizona Coyotes,New York Islanders,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,1003668.9325918,1003.7,623.7
2022-12-17,Arizona Coyotes,Buffalo Sabres,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2022-12-19,Arizona Coyotes,Montreal Canadiens,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2022-12-21,Arizona Coyotes,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,420963.1606222841,421,261.6
2022-12-23,Arizona Coyotes,Los Angeles Kings,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,420963.1606222841,421,261.6
2022-12-25,Arizona Coyotes,none,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2022-12-27,Arizona Coyotes,Colorado Avalanche,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2022-12-29,Arizona Coyotes,Toronto Maple Leafs,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2022-12-31,Arizona Coyotes,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,2876871.5884425417,2876.9,1787.6
2023-01-03,Arizona Coyotes,Florida Panthers,0,Florida Panthers,FLA Live Arena,"Sunrise, Florida",19250,-80.3255204,26.1584958,289619.9784625895,289.6,180
2023-01-05,Arizona Coyotes,Philadelphia Flyers,0,Philadelphia Flyers,Wells Fargo Center,"Philadelphia, Pennsylvania",19543,-75.17197949999999,39.9012015,1602856.403608432,1602.9,996
2023-01-06,Arizona Coyotes,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,1073878.426737658,1073.9,667.3
2023-01-08,Arizona Coyotes,Pittsburgh Penguins,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,2325236.108465433,2325.2,1444.8
2023-01-10,Arizona Coyotes,San Jose Sharks,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-01-12,Arizona Coyotes,Ottawa Senators,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-01-14,Arizona Coyotes,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,2060989.2709776612,2061,1280.6
2023-01-15,Arizona Coyotes,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.14376240000001,49.8926443,629189.0457560982,629.2,391
2023-01-17,Arizona Coyotes,Detroit Red Wings,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,2198568.868313064,2198.6,1366.1
2023-01-19,Arizona Coyotes,Washington Capitals,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-01-21,Arizona Coyotes,Dallas Stars,0,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1410148.223836049,1410.1,876.2
2023-01-22,Arizona Coyotes,Vegas Golden Knights,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,1410148.223836049,1410.1,876.2
2023-01-24,Arizona Coyotes,Anaheim Ducks,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-01-26,Arizona Coyotes,St. Louis Blues,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-01-28,Arizona Coyotes,Anaheim Ducks,0,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,553009.54999019,553,343.6
2023-02-04,Arizona Coyotes,none,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,553009.54999019,553,343.6
2023-02-06,Arizona Coyotes,Minnesota Wild,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-02-10,Arizona Coyotes,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,2325236.108465433,2325.2,1444.8
2023-02-11,Arizona Coyotes,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,421075.9873636416,421.1,261.6
2023-02-13,Arizona Coyotes,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,408807.80942113686,408.8,254
2023-02-15,Arizona Coyotes,Tampa Bay Lightning,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,2312657.019765703,2312.7,1437
2023-02-18,Arizona Coyotes,Los Angeles Kings,0,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,590790.9684788712,590.8,367.1
2023-02-19,Arizona Coyotes,Columbus Blue Jackets,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,590790.9684788712,590.8,367.1
2023-02-22,Arizona Coyotes,Calgary Flames,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-02-26,Arizona Coyotes,Nashville Predators,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-02-28,Arizona Coyotes,Chicago Blackhawks,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-03-01,Arizona Coyotes,Dallas Stars,0,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1410148.223836049,1410.1,876.2
2023-03-03,Arizona Coyotes,Carolina Hurricanes,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,1410148.223836049,1410.1,876.2
2023-03-05,Arizona Coyotes,New Jersey Devils,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-03-07,Arizona Coyotes,St. Louis Blues,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-03-09,Arizona Coyotes,Nashville Predators,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-03-11,Arizona Coyotes,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,936540.704891935,936.5,581.9
2023-03-12,Arizona Coyotes,Minnesota Wild,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,936540.704891935,936.5,581.9
2023-03-14,Arizona Coyotes,Calgary Flames,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-03-16,Arizona Coyotes,Vancouver Canucks,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-03-18,Arizona Coyotes,Chicago Blackhawks,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-03-21,Arizona Coyotes,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.14376240000001,49.8926443,2198568.868313064,2198.6,1366.1
2023-03-22,Arizona Coyotes,Edmonton Oilers,0,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,1195678.7704105943,1195.7,743
2023-03-24,Arizona Coyotes,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,1664630.4243596701,1664.6,1034.4
2023-03-26,Arizona Coyotes,Colorado Avalanche,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,936540.704891935,936.5,581.9
2023-03-27,Arizona Coyotes,Edmonton Oilers,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-03-31,Arizona Coyotes,Dallas Stars,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-04-01,Arizona Coyotes,San Jose Sharks,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-04-03,Arizona Coyotes,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,1806277.2664191627,1806.3,1122.4
2023-04-06,Arizona Coyotes,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,0,0,0
2023-04-08,Arizona Coyotes,Anaheim Ducks,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,1806277.2664191627,1806.3,1122.4
2023-04-10,Arizona Coyotes,Seattle Kraken,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2023-04-13,Arizona Coyotes,Vancouver Canucks,1,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,0,0,0
2022-10-06,Boston Bruins,none,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,NA,NA,NA
2022-10-12,Boston Bruins,Washington Capitals,0,Washington Capitals,Capital One Arena,"Washington, D.C.",18506,-77.02085679999999,38.8981675,634118.2548381754,634.1,394
2022-10-15,Boston Bruins,Arizona Coyotes,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,634118.2548381754,634.1,394
2022-10-17,Boston Bruins,Florida Panthers,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-10-18,Boston Bruins,Ottawa Senators,0,Ottawa Senators,Canadian Tire Centre,"Ottawa, Ontario",18652,-75.926823,45.2969151,508797.74854917533,508.8,316.2
2022-10-20,Boston Bruins,Anaheim Ducks,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,508797.74854917533,508.8,316.2
2022-10-22,Boston Bruins,Minnesota Wild,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-10-25,Boston Bruins,Dallas Stars,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-10-27,Boston Bruins,Detroit Red Wings,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-10-28,Boston Bruins,Columbus Blue Jackets,0,Columbus Blue Jackets,Nationwide Arena,"Columbus, Ohio",18144,-83.0060483,39.9692072,1034860.4816006086,1034.9,643
2022-11-01,Boston Bruins,Pittsburgh Penguins,0,Pittsburgh Penguins,PPG Paints Arena,"Pittsburgh, Pennsylvania",18387,-79.98955289999999,40.4393097,261732.9814369293,261.7,162.6
2022-11-03,Boston Bruins,New York Rangers,0,New York Rangers,Madison Square Garden,"New York City, New York",18006,-73.9934387,40.7505045,507923.0910294046,507.9,315.6
2022-11-05,Boston Bruins,Toronto Maple Leafs,0,Toronto Maple Leafs,Scotiabank Arena,"Toronto, Ontario",18800,-79.3790989,43.6434661,548429.137031633,548.4,340.8
2022-11-07,Boston Bruins,St. Louis Blues,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,691510.5726990816,691.5,429.7
2022-11-10,Boston Bruins,Calgary Flames,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-11-12,Boston Bruins,Buffalo Sabres,0,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,642382.3958746216,642.4,399.2
2022-11-13,Boston Bruins,Vancouver Canucks,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,642382.3958746216,642.4,399.2
2022-11-17,Boston Bruins,Philadelphia Flyers,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-11-19,Boston Bruins,Chicago Blackhawks,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-11-21,Boston Bruins,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,1907154.8034287852,1907.2,1185.1
2022-11-23,Boston Bruins,Florida Panthers,0,Florida Panthers,FLA Live Arena,"Sunrise, Florida",19250,-80.3255204,26.1584958,289619.9784625895,289.6,180
2022-11-25,Boston Bruins,Carolina Hurricanes,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,1992346.1646149273,1992.3,1238
2022-11-29,Boston Bruins,Tampa Bay Lightning,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-12-03,Boston Bruins,Colorado Avalanche,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-12-05,Boston Bruins,Vegas Golden Knights,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-12-07,Boston Bruins,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,2845239.5171458386,2845.2,1768
2022-12-09,Boston Bruins,Arizona Coyotes,0,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,936540.704891935,936.5,581.9
2022-12-11,Boston Bruins,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,420963.1606222841,421,261.6
2022-12-13,Boston Bruins,New York Islanders,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,3823367.1050529163,3823.4,2375.7
2022-12-15,Boston Bruins,Los Angeles Kings,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-12-17,Boston Bruins,Columbus Blue Jackets,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-12-19,Boston Bruins,Florida Panthers,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-12-22,Boston Bruins,Winnipeg Jets,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2022-12-23,Boston Bruins,New Jersey Devils,0,New Jersey Devils,Prudential Center,"Newark, New Jersey",16514,-74.1710659,40.733537,316371.99047627306,316.4,196.6
2022-12-25,Boston Bruins,none,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,316371.99047627306,316.4,196.6
2022-12-27,Boston Bruins,Ottawa Senators,0,Ottawa Senators,Canadian Tire Centre,"Ottawa, Ontario",18652,-75.926823,45.2969151,508797.74854917533,508.8,316.2
2022-12-28,Boston Bruins,New Jersey Devils,0,New Jersey Devils,Prudential Center,"Newark, New Jersey",16514,-74.1710659,40.733537,527673.8181924379,527.7,327.9
2022-12-31,Boston Bruins,Buffalo Sabres,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,316371.99047627306,316.4,196.6
2023-01-02,Boston Bruins,Pittsburgh Penguins,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2023-01-05,Boston Bruins,Los Angeles Kings,0,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,4176373.012010097,4176.4,2595.1
2023-01-07,Boston Bruins,San Jose Sharks,0,San Jose Sharks,SAP Center,"San Jose, California",17562,-121.9020006,37.3329688,491976.0342482362,492,305.7
2023-01-08,Boston Bruins,Anaheim Ducks,0,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,535467.9400962438,535.5,332.7
2023-01-12,Boston Bruins,Seattle Kraken,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,4156247.5047530825,4156.2,2582.6
2023-01-14,Boston Bruins,Toronto Maple Leafs,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2023-01-16,Boston Bruins,Philadelphia Flyers,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2023-01-18,Boston Bruins,New York Islanders,0,New York Islanders,UBS Arena,"Elmont, New York",17113,-73.7260398,40.71179009999999,288392.8474957751,288.4,179.2
2023-01-19,Boston Bruins,New York Rangers,0,New York Rangers,Madison Square Garden,"New York City, New York",18006,-73.9934387,40.7505045,22964.611563847666,23,14.3
2023-01-22,Boston Bruins,San Jose Sharks,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,303232.0170825896,303.2,188.4
2023-01-24,Boston Bruins,Montreal Canadiens,0,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,402184.64069449913,402.2,249.9
2023-01-26,Boston Bruins,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,2105417.0727963555,2105.4,1308.2
2023-01-28,Boston Bruins,Florida Panthers,0,Florida Panthers,FLA Live Arena,"Sunrise, Florida",19250,-80.3255204,26.1584958,289619.9784625895,289.6,180
2023-01-29,Boston Bruins,Carolina Hurricanes,0,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,1084459.2734724018,1084.5,673.9
2023-02-01,Boston Bruins,Toronto Maple Leafs,0,Toronto Maple Leafs,Scotiabank Arena,"Toronto, Ontario",18800,-79.3790989,43.6434661,874563.9640063735,874.6,543.4
2023-02-04,Boston Bruins,none,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,691510.5726990816,691.5,429.7
2023-02-11,Boston Bruins,Washington Capitals,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2023-02-14,Boston Bruins,Dallas Stars,0,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,2496095.5464827847,2496.1,1551
2023-02-16,Boston Bruins,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,993456.2867977842,993.5,617.3
2023-02-18,Boston Bruins,New York Islanders,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,1517334.1646014864,1517.3,942.8
2023-02-20,Boston Bruins,Ottawa Senators,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2023-02-23,Boston Bruins,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,4005286.339494707,4005.3,2488.8
2023-02-25,Boston Bruins,Vancouver Canucks,0,Vancouver Canucks,Rogers Arena,"Vancouver, British Columbia",18910,-123.1088227,49.2778358,192556.2473019846,192.6,119.6
2023-02-27,Boston Bruins,Edmonton Oilers,0,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,818126.8676329333,818.1,508.4
2023-02-28,Boston Bruins,Calgary Flames,0,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,281894.74037509563,281.9,175.2
2023-03-02,Boston Bruins,Buffalo Sabres,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,3367698.3659940464,3367.7,2092.6
2023-03-04,Boston Bruins,New York Rangers,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2023-03-09,Boston Bruins,Edmonton Oilers,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2023-03-11,Boston Bruins,Detroit Red Wings,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2023-03-12,Boston Bruins,Detroit Red Wings,0,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,985800.8017541037,985.8,612.5
2023-03-14,Boston Bruins,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,384817.9088785241,384.8,239.1
2023-03-16,Boston Bruins,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.14376240000001,49.8926443,1153069.7453639773,1153.1,716.5
2023-03-18,Boston Bruins,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,629189.0457560982,629.2,391
2023-03-19,Boston Bruins,Buffalo Sabres,0,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,1162124.1039817068,1162.1,722.1
2023-03-21,Boston Bruins,Ottawa Senators,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,642382.3958746216,642.4,399.2
2023-03-23,Boston Bruins,Montreal Canadiens,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2023-03-25,Boston Bruins,Tampa Bay Lightning,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2023-03-26,Boston Bruins,Carolina Hurricanes,0,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,984937.9844251936,984.9,612
2023-03-28,Boston Bruins,Nashville Predators,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,984937.9844251936,984.9,612
2023-03-30,Boston Bruins,Columbus Blue Jackets,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2023-04-01,Boston Bruins,Pittsburgh Penguins,0,Pittsburgh Penguins,PPG Paints Arena,"Pittsburgh, Pennsylvania",18387,-79.98955289999999,40.4393097,775242.8317521064,775.2,481.7
2023-04-02,Boston Bruins,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,899203.3544444883,899.2,558.7
2023-04-06,Boston Bruins,Toronto Maple Leafs,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,1668922.558209487,1668.9,1037
2023-04-08,Boston Bruins,New Jersey Devils,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,0,0,0
2023-04-09,Boston Bruins,Philadelphia Flyers,0,Philadelphia Flyers,Wells Fargo Center,"Philadelphia, Pennsylvania",19543,-75.17197949999999,39.9012015,440398.51690118865,440.4,273.7
2023-04-11,Boston Bruins,Washington Capitals,1,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,440398.51690118865,440.4,273.7
2023-04-13,Boston Bruins,Montreal Canadiens,0,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,402184.64069449913,402.2,249.9
2022-10-06,Buffalo Sabres,none,1,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,NA,NA,NA
2022-10-13,Buffalo Sabres,Ottawa Senators,1,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,0,0,0
2022-10-15,Buffalo Sabres,Florida Panthers,1,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,0,0,0
